Job Title,Company Name,Preferred Qualifications,Link to Job
Mobile Applications Developer,Wong Fong Engineering Works (1988) Pte Ltd,"Bachelor of Computer Science or related fields with preferably 1-2 years of relevant experience.Strong programming background and proficient in at least one programming language (Java / node.js / Objective-C / Swift / C / C++).Good knowledge in iOS or Android programming, hardware and OS features.Experience with using AWS Cloud Services is a plus.",https://sg.linkedin.com/jobs/view/mobile-applications-developer-at-wong-fong-engineering-works-1988-pte-ltd-3748279951?refId=mCSPB7sTA344jmanPX6UjQ%3D%3D&trackingId=SaFKkiheqYzDPXCBtGAdtQ%3D%3D&position=8&pageNum=18&trk=public_jobs_jserp-result_search-card
Software Engineer,Technopals Pte Ltd,"into technical tasks Ability to multitask and work with minimal supervisionBonus Points Knowledge of SQL and NoSQL (e.g. Redis, Mongo,Timescale) is a plus Knowledge of other technologies such as CI/CD, Docker andKubernetes is a plus Familiarity with cloud computing services is a plus",https://sg.linkedin.com/jobs/view/software-engineer-at-technopals-pte-ltd-3751847938?refId=mCSPB7sTA344jmanPX6UjQ%3D%3D&trackingId=S8zx7LJapE7EkYQz32PQjw%3D%3D&position=12&pageNum=18&trk=public_jobs_jserp-result_search-card
Mobile Application Developer,ABS Connect Pte Ltd,"Proficiency in Java,Kotlin, or C++.Ability to use the Android Studio, including the Android SDK, with ease.Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizesFamiliarity with RESTful APIs to connect Android applications to back-end servicesStrong knowledge of Android UI design principles, patterns, and best practices.Experience with offline storage, threading, and performance tuning.Knowledge of the open-source Android ecosystem and the libraries available for common tasks.Familiarity with cloud message APIs and push notificationsUnderstanding of Google’s Android design principles and interface guidelines.",https://sg.linkedin.com/jobs/view/mobile-application-developer-at-abs-connect-pte-ltd-3747351245?refId=mCSPB7sTA344jmanPX6UjQ%3D%3D&trackingId=gwL61fAX0zSd7C9yWwII%2Fg%3D%3D&position=14&pageNum=18&trk=public_jobs_jserp-result_search-card
Algorithm Engineer,Talent Trader Group Pte Ltd,and maintain them to later improve to address additional customer,https://sg.linkedin.com/jobs/view/algorithm-engineer-at-talent-trader-group-pte-ltd-3738595117?refId=mCSPB7sTA344jmanPX6UjQ%3D%3D&trackingId=vldgKRvvhvtKcV%2FJtCjSLg%3D%3D&position=15&pageNum=18&trk=public_jobs_jserp-result_search-card
Engineering Lead,Ollion,", provide project updates, and address technical challenges.Stay up-to-date with industry trends, emerging technologies, and DevOps practices to drive continuous improvement.&lt;p&gt;Desired Profile-&lt;/p&gt;Proven experience in software development and hands-on knowledge of programming languages such as Python, JavaScript, TypeScript, or Java.Familiarity with cloud platforms like AWS, Azure, or GCP, along with an understanding of cloud-based infrastructure and services.Proficiency in CI/CD pipeline setup and management, using tools like Jenkins, GitLab CI/CD, or CircleCI.Experience with containerization and orchestration technologies such as Docker and Kubernetes.Strong understanding of DevOps principles and practices, including automation, configuration management, and monitoring.Familiarity with infrastructure-as-code tools like Terraform or Ansible.Excellent problem-solving skills and the ability to troubleshoot complex software and infrastructure issues.Leadership experience, with a track record of guiding and mentoring teams to deliver successful projects.Strong communication skills to collaborate effectively with technical and non-technical stakeholders.DevOps and relevant cloud certifications are a plus.&lt;p&gt;&lt;/p&gt;",https://sg.linkedin.com/jobs/view/engineering-lead-at-ollion-3726581515?refId=mCSPB7sTA344jmanPX6UjQ%3D%3D&trackingId=8k9QlHQljUX1WotnC73knQ%3D%3D&position=16&pageNum=18&trk=public_jobs_jserp-result_search-card
Application Engineer,LKH Precicon Pte Ltd,"Provide market intelligent related to competitor information, industry trend and market outlook for management decision-making Drive assigned product applications, solutions and support that contribute towards achieving sales target and profitabilityDevelop, integrate and provide demonstration based on existing and new product given by principal to existing and potential customers &lt;p&gt;&lt;/p&gt;Requirement&lt;p&gt;&lt;/p&gt;Candidate must possess minimum Post Graduate Diploma in Engineering (Electrical/Electronic/Mechatronics) or equivalentFresh graduates are welcome to applyTechnical knowledge in industrial control, automation, vision AI and IT Dashboard Creation &amp;amp; ConnectivityExperience in IEC61131- LD, ST, FB, SFC programming languagesKnowledge in the current technological trends and how they fit together (e.g., Internet of Things, i4.0, cyber security, etc)Keen to explore and solve technical challenges in automationCreativity in coming up with solutions using limited resourcesProficient in Microsoft application",https://sg.linkedin.com/jobs/view/application-engineer-at-lkh-precicon-pte-ltd-3730461716?refId=mCSPB7sTA344jmanPX6UjQ%3D%3D&trackingId=IZ9dBRnhnfU36wIgRy4Wew%3D%3D&position=17&pageNum=18&trk=public_jobs_jserp-result_search-card
ION Java developer,Atyeti Inc,"Coding solutions including automated testingConfiguring vendor software solutionsWorking with our vendor teamsStrong OO programming (preferably Java)Solid experience with multi-threading and high performanceExcellent written and verbal communication skills to support working in a multi-site team&lt;p&gt; &lt;/p&gt;&lt;p&gt; &lt;/p&gt;&lt;p&gt; &lt;u&gt;Skills required&lt;/u&gt;&lt;/p&gt;Strong experience in Core Java (1.8 &amp;amp; above)Experience with front office trading systems (preferably FICC), pricing and risk managementION trading/MarketViewbroad exposure to fixed income products including Government and Corporate Bonds, Interest Rates Swaps, and Credit Default Swaps.KDBquantitative analysis &amp;amp; back testing&lt;p&gt;&lt;/p&gt;",https://sg.linkedin.com/jobs/view/ion-java-developer-at-atyeti-inc-3747102570?refId=mCSPB7sTA344jmanPX6UjQ%3D%3D&trackingId=183xHYxPcUdOvRfOnfS3Sg%3D%3D&position=18&pageNum=18&trk=public_jobs_jserp-result_search-card
WeChat DevOps Engineer,Tencent,"and demands,Design, architect, and implement codification on new automation systems with integration to existing Ci/CD environment to deliver business value in accordance to existing DevOps practices. Create, evaluate, and implement plans and design proposals for high impact IT solutions, leveraging leading-edge technologies and methods while considering key factors such as their long-term effectiveness, practicality, technical limitations and criticality. Develop and maintain code to automate infrastructure for cloud infrastructure",https://sg.linkedin.com/jobs/view/wechat-devops-engineer-at-tencent-3680712000?refId=mCSPB7sTA344jmanPX6UjQ%3D%3D&trackingId=J1z9dM7aw%2F6gaiCxrhiDlg%3D%3D&position=19&pageNum=18&trk=public_jobs_jserp-result_search-card
Research Engineer/Fellow (STEM) - GR2,Singapore Institute of Technology,"&lt;p&gt;&lt;/p&gt;Bachelor/Master degree in STEM disciplineDoctoral degree in STEM discipline (desired)Specialist knowledge relevant to the broad discipline of drones and aerial roboticsBasic competence in computer coding in Matlab, Python, C# or similarExcellent communication and interpersonal skillsExcellent time management and organisational skillsAbility to work independently and as part of a teamAbility to present in both written and oral publicationsAbility to meet deadlinesA publication record consistent with career stage (desired)Ability to assess and organise resourcesUnderstand equal opportunity issues as they may impact on areas of research content.Previous practical experience working with drones is desirable, however related experience with more general autonomous vehicle systems software and hardware, and simulation of such systems, is acceptable.Ability to liaise confidently and effectively with a range of individualsFlexible approach to dealing with research problems as they ariseWillingness to learn and develop",https://sg.linkedin.com/jobs/view/research-engineer-fellow-stem-gr2-at-singapore-institute-of-technology-3711206789?refId=mCSPB7sTA344jmanPX6UjQ%3D%3D&trackingId=odW6BX1IC8yhXuFvaIHk9w%3D%3D&position=20&pageNum=18&trk=public_jobs_jserp-result_search-card
Blockchain Developer - BTC and Ethereum,TRON DAO,":&lt;/p&gt;Native english speakerStrong written and analytical skills for report writingUnderstands and exposed to various blockchains:EthereumOmnichainEVM compatiblesVerse in Solidity or RustPlus if familiar with Foundry toolboxUnderstand decentralised finance is a plus but not requiredCapable of reading and understanding whitepapersCapable of understanding protocol governance matters&lt;p&gt;&lt;/p&gt;&lt;p&gt;Key Responsibilities:&lt;/p&gt;Develop and maintain blockchain solutions for BTC and Ethereum, including smart contracts and decentralized applications.Perform technical research and assessments to identify weaknesses, vulnerabilities and potential exploits.Contribute to the governance discussions and decision-making process of blockchain protocols.Collaborate with teams to ensure the security and reliability of blockchain applications.Participate in code reviews and provide insights to improve code quality and security.",https://sg.linkedin.com/jobs/view/blockchain-developer-btc-and-ethereum-at-tron-dao-3749241028?refId=AVJpqlOJAe87z3GDx9KbbQ%3D%3D&trackingId=QshbG%2BL3YiVE6YyEA%2FkuoA%3D%3D&position=1&pageNum=20&trk=public_jobs_jserp-result_search-card
Product Development Engineer  (System Level Test),AMD,", and root cause resolution for SLT device failures&lt;/span&gt;&lt;span&gt;Early engagement in pre and post silicon phases, including test coverage bring-up, test flow integration, and test hardware qualification&lt;/span&gt;&lt;span&gt;Develop test program infrastructure incorporating latest Best Known Methods&lt;/span&gt;&lt;span&gt;Validate new product features, test conditions, test methodologies, and test contents&lt;/span&gt;&lt;span&gt;Perform silicon characterization across process, voltage, and temperature&lt;/span&gt;&lt;span&gt;Perform test program correlation and release for high volume production&lt;/span&gt;&lt;span&gt;Drive Key Performance Indicators such as test time reduction, yield debug, and quality improvement across products&lt;/span&gt;&lt;span&gt;Support qualification activities and customer return debug&lt;/span&gt;&lt;p&gt;&lt;span&gt; &lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;span&gt;PREFERRED EXPERIENCE:&lt;/span&gt;&lt;/p&gt;&lt;span&gt;Knowledgeable in System Level Test or System Architecture of a PC&lt;/span&gt;&lt;span&gt;Technical knowledge in OS kernel, driver, BIOS firmware&lt;/span&gt;&lt;span&gt;Knowledge in HSIO standards such as PCIe, USB, JEDEC, DisplayPort, HDMI&lt;/span&gt;&lt;span&gt;Demonstrated programming and scripting experience using various programming languages (C, C++, Java, Ruby, Perl, Python)&lt;/span&gt;&lt;span&gt;Knowledgeable in version control tools (Git, SVN, CVS)&lt;/span&gt;&lt;span&gt;Knowledgeable in statistical analysis&lt;/span&gt;&lt;span&gt;Proficient in Windows, Unix, and Linux operating systems&lt;/span&gt;&lt;p&gt;&lt;span&gt; &lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;span&gt;&lt;span&gt;ACADEMIC CREDENTIALS:&lt;/span&gt;&lt;/span&gt;&lt;/p&gt;&lt;span&gt;BS/MS Electrical Engineering, Computer Engineering, or comparable disciplines&lt;/span&gt;&lt;p&gt;&lt;span&gt; &lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;span&gt;LOCATION:&lt;/span&gt;&lt;/p&gt;&lt;p&gt;&lt;span&gt;Singapore&lt;/span&gt;&lt;/p&gt;&lt;p&gt; &lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;span&gt;&lt;/span&gt;&lt;p&gt; &lt;/p&gt;&lt;p&gt;&lt;em&gt;&lt;span&gt;Benefits offered are described:  &lt;/span&gt;&lt;/em&gt;&lt;span&gt;AMD benefits at a glance&lt;/span&gt;&lt;em&gt;&lt;span&gt;.&lt;/span&gt;&lt;/em&gt;&lt;/p&gt;&lt;p&gt; &lt;/p&gt;&lt;p&gt;&lt;em&gt;&lt;span&gt;AMD does not accept unsolicited resumes from headhunters, recruitment agencies, or fee-based recruitment services. AMD and its subsidiaries are equal opportunity, inclusive employers and will consider all applicants without regard to age, ancestry, color, marital status, medical condition, mental or physical disability, national origin, race, religion, political and/or third-party affiliation, sex, pregnancy, sexual orientation, gender identity, military or veteran status, or any other characteristic protected by law.   We encourage applications from all qualified candidates and will accommodate applicants’ needs under the respective laws throughout all stages of the recruitment and selection process.&lt;/span&gt;&lt;/em&gt;&lt;/p&gt;",https://sg.linkedin.com/jobs/view/product-development-engineer-system-level-test-at-amd-3739401587?refId=AVJpqlOJAe87z3GDx9KbbQ%3D%3D&trackingId=wepW1rlbYIQ0l7%2BYGfZrEg%3D%3D&position=2&pageNum=20&trk=public_jobs_jserp-result_search-card
Cryptography Engineer/������������������,Dada Consultants,":&lt;/p&gt;&lt;ol&gt;Degree or above.Solid foundation in security theory.Proficiency in cryptographic theories such as zero-knowledge proofs, secure multi-party computation, threshold signatures, ring signatures, aggregate signatures, and homomorphic encryption.Deep understanding of the principles and implementations of current mainstream zero-knowledge proof algorithms; able to use common toolkits for secondary development.Fluent English reading and writing skills.&lt;/ol&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;招聘公司为一个企业级的区块链平台，致力于为业务提供高度可扩展的区块链架构。总部位于新加坡。现公司招募密码学工程师/专家。该岗位可base在北京或者新加坡。可提供新加坡工作签证。&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;职位描述&lt;/p&gt;&lt;p&gt;1、将前沿密码学成果与区块链系统和DApp结合；&lt;/p&gt;&lt;p&gt;2、确定在区块链上实施零知识证明的技术选型和路线，在交易平台上设计并实现zkp&lt;/p&gt;&lt;p&gt;3、能够将技术成果通过文章、视频等形式输出。&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;职位要求&lt;/p&gt;&lt;p&gt;1、海外正规院校（具备教育部留学服务中心学历学位认证）/统招公办本科及以上学历；&lt;/p&gt;&lt;p&gt;2、扎实的安全理论基础；&lt;/p&gt;&lt;p&gt;3、精通零知识证明、安全多方计算、门限签名、环签名、聚合签名以及同态加密等密码学理论；&lt;/p&gt;&lt;p&gt;4、精通当前主流的零知识证明算法原理和实现，能够使用常用工具库进行二次开发；&lt;/p&gt;&lt;p&gt;5、流利的英文读写能力。&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;p&gt;www.dadaconsultants.com&lt;/p&gt;&lt;p&gt;EA Registration Number: R2090455&lt;/p&gt;&lt;p&gt;Data provided is for recruitment purposes only&lt;/p&gt;&lt;p&gt;Business Registration Number: 201735941W.&lt;/p&gt;&lt;p&gt;Licence Number: 18S9037&lt;/p&gt;",https://sg.linkedin.com/jobs/view/cryptography-engineer-%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD-at-dada-consultants-3742636035?refId=AVJpqlOJAe87z3GDx9KbbQ%3D%3D&trackingId=jPhsl8VO9Yn9VS%2BAQC6g0A%3D%3D&position=5&pageNum=20&trk=public_jobs_jserp-result_search-card
Application Engineer,Trane Distribution Pte Ltd,"Diploma/ Degree in Engineering or Building Control in relevant field Min 1-2 years of relevant work experience Experience in handling energy management systems/ HVAC systems/ Chiller Plant systems/ Building Management Systems will be a plus Knowledge of IT networking and database programming, Function Block programming, Structured Language Programming or HTML5 programming will be of added advantage Knowledge of industrial system protocols like BACnet, Modbus, LONTalk Strong customer management and problem solving skills Able to work with the team and self-motivated",https://sg.linkedin.com/jobs/view/application-engineer-at-trane-distribution-pte-ltd-3744189857?refId=AVJpqlOJAe87z3GDx9KbbQ%3D%3D&trackingId=i6705Njs%2F2i0MkQBD08ykg%3D%3D&position=6&pageNum=20&trk=public_jobs_jserp-result_search-card
Mobile Developer (iOS) - Innovation Lab,Crypto.com,"Interested in building first-class product to solve real world problemsExperienced with various technologies, self-motivated, a fast learner and have a “get things done” mentalityHumble to embrace better ideas from others, eager to make things better, open to challenges and possibilitiesStrong organizational skills, interpersonal skills and having the ability to juggle conflicting",https://sg.linkedin.com/jobs/view/mobile-developer-ios-innovation-lab-at-crypto-com-3750294860?refId=AVJpqlOJAe87z3GDx9KbbQ%3D%3D&trackingId=FnLI4ns3RazdK7T7cyYLLQ%3D%3D&position=7&pageNum=20&trk=public_jobs_jserp-result_search-card
"Associate, Principal Developer (Singapore)",Nomura,":•    Minimum 3-5 years of relevant experience •    Possess Wealth Management/ Private Banking business knowledge•    Good team player, self-driven &amp;amp; able to adapt quickly•    Innovative &amp;amp; able to work independently •    Have project management skill/ experience.•    Communicates well &amp;amp; across all levels. •    Good stakeholder &amp;amp; vendor management.•    Familiar with Java, Python, DevSecOps plus SDLC CI/CD toolchain and PowerBI•    Experienced/ Knowledge of the following will be added advantage:&lt;/p&gt;Agile Product DevelopmentOpen Service-Oriented Architecture Platform and REST API system integrationStructured/ Unstructured DatabaseSecured software developmentData Analytics, Data Management and Data VisualizationAI/ Machine Learning Application development/ deploymentPublic/ Private Cloud e.g. (Amazon Web Services) AWSWork experience with a core banking system, internet banking system/ workbench &amp;amp; any of the following: Wealth Management Portfolio AdvisoryWealth Management Front Office WorkbenchWealth Management Credit Risk ManagementWeb-based portal/ workbench solution developmentBI Dashboard",https://sg.linkedin.com/jobs/view/associate-principal-developer-singapore-at-nomura-3743506561?refId=AVJpqlOJAe87z3GDx9KbbQ%3D%3D&trackingId=tTTFlFeqigPCq5mQnIp%2FTA%3D%3D&position=8&pageNum=20&trk=public_jobs_jserp-result_search-card
Software Developer,ABPGroup,"Diploma / Degree in Computer Science/Computer Engineering/Information Engineering or equivalent disciplineMin. 2 years’ experience delivering application developmentStrong analytical, problem solving, communication and interpersonal skillsExpert understanding of software engineering with Java/.net programming language (development experience is a must)",https://sg.linkedin.com/jobs/view/software-developer-at-abpgroup-3748993933?refId=AVJpqlOJAe87z3GDx9KbbQ%3D%3D&trackingId=iINJ5klExzQ658gAvKJF6w%3D%3D&position=9&pageNum=20&trk=public_jobs_jserp-result_search-card
Backend Engineer (Machine Learning Infrastructure) - TikTok AML,TikTok,". Qualifications - B. Sc or higher degree in Computer Science or related fields from accredited and reputable institutions.- Proficient in C/C++/Python, and have solid programming skills.- Familiar with deep learning frameworks (TensorFlow/Pytorch).- Experience in developing and deploying large-scale systems.- Ability to work independently and complete projects from beginning to end and in a timely manner.- Good communication and teamwork skills to clearly communicate technical concepts with other teammates.- Experience on improving core machine learning infrastructure(TensorFlow, Pytorch, and Jax).- 3+ years of industry experience with solid theoretical foundation of machine learning.",https://sg.linkedin.com/jobs/view/backend-engineer-machine-learning-infrastructure-tiktok-aml-at-tiktok-3676500126?refId=AVJpqlOJAe87z3GDx9KbbQ%3D%3D&trackingId=0PwP7nMzqHMgzh%2F82J3wTA%3D%3D&position=11&pageNum=20&trk=public_jobs_jserp-result_search-card
